0   0.00180387   0
1000   -0.000880006   0.00268387
2000   -0.00171234   0.00175893
3000   -0.00118635   0.0013504
4000   -0.000937281   0.00107526
5000   -0.000496149   0.000982542
6000   -0.000777415   0.00087674
7000   -0.000741069   0.000760149
8000   -0.000687314   0.00067254
9000   -0.000793041   0.000610759
10000   -0.000766526   0.000553088
11000   -0.000858173   0.000513148
12000   -0.000857287   0.000472029
13000   -0.00041233   0.000623673
14000   -0.000522976   0.000591057
15000   -0.000602171   0.000558526
16000   -0.000670029   0.000529014
17000   -0.000411126   0.000561953
18000   -0.000462388   0.00053402
19000   -0.000475828   0.000506794
20000   -0.000555042   0.000488523
21000   -0.000486189   0.000470849
22000   -0.000409921   0.000456331
23000   -0.000370977   0.000438636
24000   -0.000356525   0.000420973
25000   -0.000312489   0.000406848
26000   -0.000245372   0.000397201
27000   -0.000148628   0.00039479
28000   -0.000110501   0.000382836
29000   -4.93739e-05   0.000374872
30000   -0.000235102   0.000407379
31000   -0.00024836   0.000394666
32000   -0.00018265   0.000388122
33000   -0.000216968   0.000378094
34000   -0.000290992   0.000374521
35000   -0.000337176   0.000366888
36000   -0.000428305   0.000368287
37000   -0.000436671   0.000358561
38000   -0.000473865   0.000351221
39000   -0.000371365   0.000357344
40000   -0.000299055   0.000355942
41000   -0.000277154   0.000348053
42000   -0.00016927   0.000356575
43000   -0.000122131   0.000351551
44000   -5.01807e-05   0.000351102
45000   -2.18973e-05   0.000344547
46000   9.83285e-06   0.000338626
47000   0.000113222   0.000347245
48000   0.000144339   0.000341506
49000   0.000162532   0.0003351
50000   0.000138492   0.000329342
51000   9.94801e-05   0.000325294
52000   0.000131105   0.000320661
53000   0.000149995   0.000315233
54000   0.000174773   0.000310439
55000   0.000172664   0.000304852
56000   0.000205683   0.000301271
57000   0.00016611   0.000298665
58000   0.000133483   0.000295367
59000   0.000136708   0.00029042
60000   0.000138505   0.000285625
61000   0.000172211   0.000282995
62000   0.000222729   0.000283012
63000   0.000184569   0.000281157
64000   0.000153709   0.000278512
65000   0.000138917   0.000274658
66000   0.000161246   0.000271448
67000   0.000105718   0.00027313
68000   6.1187e-05   0.000272802
69000   5.52017e-05   0.000268943
70000   2.80004e-05   0.00026652
71000   5.33226e-05   0.000264009
72000   3.55523e-05   0.000260973
73000   3.32776e-05   0.000257432
74000   6.74674e-05   0.000256268
75000   0.000104695   0.000255599
76000   5.9469e-05   0.00025628
77000   5.43852e-05   0.000253024
78000   3.47635e-05   0.00025057
79000   2.92805e-05   0.000247479
80000   -3.25392e-05   0.000252101
81000   -4.21592e-05   0.000249194
82000   4.52976e-06   0.000250561
83000   -1.02411e-06   0.000247623
84000   -1.12417e-05   0.000244906
85000   -8.09221e-06   0.000242062
86000   -5.74357e-06   0.000239275
87000   -6.98785e-06   0.000236543
88000   1.05395e-06   0.000234009
89000   -2.48954e-05   0.000232844
90000   3.08169e-05   0.000236915
91000   6.00452e-05   0.000236142
92000   0.000102349   0.000237389
93000   9.84345e-05   0.000234882
94000   0.000116063   0.000233064
95000   0.000102788   0.000231005
96000   0.00012982   0.000230204
97000   0.000143724   0.000228267
98000   0.000139599   0.000225987
99000   0.000134183   0.000223781
