1 15.6277 19.9316
2 14.5458 13.7789
3 13.9902 11.0121
4 14.1432 9.82502
5 14.851 8.8999
6 15.1132 8.15419
7 14.8614 7.42836
8 14.6989 6.69877
9 14.5081 6.54807
10 15.3298 6.12782
11 14.3184 5.77601
12 14.1158 5.71874
13 15.5536 5.5291
14 15.2625 5.29105
15 14.3905 5.13696
16 15.5939 5.16286
17 14.5681 4.68001
18 14.1515 4.36057
19 15.1693 4.50937
20 15.0444 4.29749
21 14.9826 4.48351
22 15.7708 4.32517
23 15.8817 4.2714
24 15.2249 4.03322
25 14.9973 4.03716
26 15.4784 4.03031
27 14.7617 3.92785
28 14.4804 3.733
29 15.2412 3.70751
30 14.6327 3.68889
31 15.1063 3.45682
32 14.536 3.54209
33 14.9779 3.35629
34 16.5334 3.54027
35 14.4519 3.16915
36 14.8477 3.46183
37 15.0276 3.09908
38 14.3563 3.21686
39 14.6586 3.18931
40 14.0221 2.97448
41 15.0083 3.22393
42 14.6766 3.02828
43 14.6425 2.935
44 14.8412 2.98609
45 14.6152 2.91812
46 14.0616 2.89882
47 14.7289 2.87965
48 15.2323 2.84119
49 15.6899 2.90994
50 14.8535 2.74875
51 15.4125 2.7378
52 14.108 2.5766
53 13.7848 2.65978
54 14.4729 2.79903
55 13.7598 2.56848
56 16.1697 2.76917
57 14.4981 2.56824
58 14.6312 2.69894
59 14.4728 2.69296
60 14.6431 2.52222
61 15.5182 2.62102
62 15.4733 2.57137
63 14.77 2.47549
64 15.0916 2.49172
65 14.6931 2.47622
66 13.6233 2.3408
67 15.3863 2.51241
68 14.7658 2.47838
69 15.2297 2.60015
70 14.9242 2.33763
71 15.4447 2.34795
72 14.5055 2.24994
73 14.9201 2.31267
74 14.9099 2.22662
75 14.6221 2.28436
76 14.7702 2.2336
77 15.2956 2.25314
78 14.9984 2.32221
79 14.3348 2.16851
80 15.637 2.33615
81 15.1607 2.26227
82 13.9054 2.0476
83 14.9813 2.14515
84 15.127 2.18831
85 16.3472 2.31153
86 14.8276 2.07733
87 14.8722 2.21054
88 14.1857 2.15801
89 14.9739 2.03429
90 15.0432 2.02128
91 15.0773 2.10698
92 14.5405 2.02291
93 14.4756 2.03585
94 15.1112 2.06093
95 15.0927 2.07889
96 14.6895 1.97987
97 15.0925 2.0457
98 14.4052 1.95729
99 14.7222 1.91341
100 13.829 1.92605
