0 -0.752602 0.00465342
1 -0.754078 0.00460276
2 -0.75482 0.00438415
3 -0.755759 0.00404442
4 -0.757352 0.00445453
5 -0.758918 0.0042622
6 -0.758006 0.00403403
7 -0.759552 0.00390183
8 -0.759773 0.00414154
9 -0.761431 0.004264
10 -0.762564 0.00434763
11 -0.764626 0.00416393
12 -0.76445 0.00404978
13 -0.763927 0.00400602
14 -0.763646 0.00398631
15 -0.765785 0.00409048
16 -0.766046 0.00419538
17 -0.7668 0.00397227
18 -0.766493 0.00415415
19 -0.767921 0.00377557
20 -0.767428 0.0039774
21 -0.766259 0.00399733
22 -0.766401 0.00407337
23 -0.767126 0.00385764
24 -0.769174 0.00366765
25 -0.768343 0.0035155
26 -0.769391 0.00320076
27 -0.770308 0.0031005
28 -0.771825 0.00318335
29 -0.772368 0.00300337
30 -0.770835 0.00331488
31 -0.772072 0.00294304
32 -0.772534 0.00291186
33 -0.774612 0.00298117
34 -0.775886 0.0028899
35 -0.775696 0.00314473
36 -0.776258 0.00336283
37 -0.776489 0.00318831
38 -0.776575 0.00333433
39 -0.778358 0.00332189
40 -0.779296 0.00328046
41 -0.778265 0.00351907
42 -0.776637 0.00355636
43 -0.775872 0.00358937
44 -0.776047 0.00366079
45 -0.774385 0.00342755
46 -0.774415 0.00332843
47 -0.773347 0.0031913
48 -0.771842 0.00321628
49 -0.772387 0.00310925
50 -0.773858 0.00317116
51 -0.774366 0.00329868
52 -0.774247 0.00316492
53 -0.77476 0.00304463
54 -0.775349 0.00285881
55 -0.774825 0.00306555
56 -0.776464 0.00322015
57 -0.777055 0.00372517
58 -0.778347 0.00399238
59 -0.778283 0.00405683
60 -0.778553 0.00386952
61 -0.778249 0.00421524
62 -0.776573 0.00401425
63 -0.776212 0.00363335
64 -0.7767 0.00341797
65 -0.776772 0.00322589
66 -0.77564 0.00322408
67 -0.774719 0.00298413
68 -0.774981 0.00296073
69 -0.776287 0.00304718
70 -0.776502 0.00301673
71 -0.775892 0.00302764
72 -0.776838 0.00315064
73 -0.77611 0.00339702
74 -0.775857 0.00344952
75 -0.776562 0.00341316
76 -0.777894 0.00359808
77 -0.780406 0.00347598
78 -0.779705 0.00335403
79 -0.778253 0.00323788
80 -0.779585 0.00312725
81 -0.778534 0.00340331
82 -0.779193 0.00332774
83 -0.780178 0.00336734
84 -0.78006 0.00320959
85 -0.778893 0.00305611
86 -0.777887 0.00298885
87 -0.778103 0.00295172
88 -0.778151 0.00307126
89 -0.77712 0.00299298
90 -0.778234 0.00285897
91 -0.777335 0.00321152
92 -0.778021 0.0030382
93 -0.778294 0.00261677
94 -0.778399 0.00238737
95 -0.778487 0.00246106
96 -0.778399 0.00257041
97 -0.777802 0.00271563
