1    1    0
2    1.2734    0.436498
3    1.62839    0.338011
4    1.84133    0.391189
5    2.08717    0.359869
6    2.27413    0.379982
7    2.46401    0.369648
8    2.62435    0.376094
9    2.77105    0.373705
10    2.90773    0.381223
11    3.05789    0.380969
12    3.20941    0.376177
13    3.32187    0.380401
14    3.46813    0.382315
15    3.57976    0.380275
16    3.69384    0.385435
17    3.83624    0.383241
18    3.93517    0.381565
19    4.02231    0.380195
20    4.13051    0.382417
21    4.23016    0.386606
22    4.34679    0.386372
23    4.40123    0.382258
24    4.50502    0.383805
25    4.63299    0.385007
26    4.71854    0.385717
27    4.79021    0.381947
28    4.86056    0.38557
29    4.9679    0.385182
30    5.00909    0.384233
31    5.11878    0.38615
32    5.22756    0.387694
33    5.3186    0.387812
34    5.38485    0.389228
35    5.41346    0.384285
36    5.59035    0.390392
37    5.61953    0.389314
38    5.66276    0.382881
39    5.74943    0.385468
40    5.841    0.386268
41    5.91024    0.386057
42    5.97173    0.390055
43    6.00805    0.384125
44    6.10951    0.385541
45    6.15694    0.38919
46    6.25842    0.384435
47    6.27609    0.385314
48    6.39226    0.385526
49    6.42546    0.386647
50    6.53464    0.385343
51    6.5867    0.38436
52    6.63677    0.386838
53    6.71055    0.385848
54    6.79801    0.388513
55    6.79683    0.390457
56    6.89382    0.384448
57    6.93156    0.38522
58    7.002    0.38511
59    7.09147    0.383892
60    7.1922    0.388585
61    7.2213    0.389716
62    7.2554    0.382213
63    7.34302    0.392571
64    7.38263    0.386324
65    7.43861    0.39128
66    7.46257    0.382347
67    7.59345    0.394056
68    7.64778    0.393123
69    7.61928    0.389523
70    7.71366    0.389546
71    7.76616    0.390155
72    7.77422    0.385387
73    7.89103    0.385623
74    7.91539    0.389032
75    7.92172    0.387677
76    8.04696    0.387859
77    8.04243    0.384911
78    8.17334    0.386027
79    8.16429    0.386992
80    8.24871    0.383403
81    8.27817    0.387086
82    8.37422    0.387173
83    8.3931    0.391399
84    8.46729    0.386935
85    8.54479    0.388082
86    8.52739    0.383772
87    8.64956    0.391546
88    8.68157    0.387226
89    8.67941    0.388457
90    8.8036    0.388282
91    8.8107    0.388269
92    8.86273    0.385938
93    8.90768    0.390187
94    8.94094    0.386614
95    8.98679    0.386863
96    9.02335    0.382938
97    9.01059    0.386514
98    9.11453    0.379109
99    9.16143    0.384048
100    9.14333    0.38746
